id,feature,role,sub_feature,severity,dimension,premium_blocker,current_layer,target_gap,file,evidence,recommendation,verdict,verdict_conf,orig_severity,calibrated,cal_verdict,cal_real
P404,holistic:design-system,holistic,Raw <button> pill/cell styling re-implemented per feature instead of a shared Pill/Segmented primitive,medium,ui-foundation,False,3,"One shared selectable-chip/pill primitive reused by shot pills, calendar chips, and menus, so the smallest interactive unit is identical across features.","src/components/fairway/pages/rounds-tracking/FairwayShotPills.tsx:54-71; calendar/FairwayMonthGrid.tsx:188,214; settings/FairwaySettingsGeneral.tsx; hub/hub-parts.tsx; roster/FairwayPlayerActionsMenu.tsx","FairwayShotPills hand-builds pill buttons: 'flex h-10 min-w-[44px] items-center justify-center rounded-fw-md ... isActive && bg-accent-500 text-text-on-accent ... isCompleted && bg-accent-50 text-accent-700 ring-1 ring-accent-200'. Same selected/active/completed pill vocabulary is re-rolled in FairwayMonthGrid event chips, calendar day cells, and several actions menus rather than a shared Pill/Segmented/Chip primitive. (Note: tokens are correct — this is a reuse, not a token, gap.)","Extract the recurring selectable-pill / chip pattern into a shared controls primitive (or extend Segmented/filter-pill) with active/completed/future/selected states, and add src/components/fairway/controls to no-raw-button's allowlist so the rule can then flag re-rolls. Consolidating the chip vocabulary removes subtle per-feature drift in pill height/padding/ring.",,,medium,no,,
P405,holistic:design-system,holistic,no-banned-color / no-raw-button rules reference the dead legacy token vocabulary,low,ui-foundation,False,3,Lint guidance that names the live token vocabulary so the enforcement layer and the implementation layer describe the same system.,"eslint-rules/no-banned-color.mjs:7-13,33,35","Rule messages tell devs to 'Use primary-* (brand green), destructive (#FF3B30), or warm-* (neutrals)' and 'replace #16A34A -> primary-600' — but the live Fairway path uses accent-* (not primary-*), text-*/border-* neutrals (not warm-*), and fw-danger (not destructive). The rule still correctly BANS emerald/helm-green/raw-green/#16A34A (and the live path is clean of those), but its guidance points at the retired system.","Update the rule messages and baseline comments to the Fairway vocabulary (accent-*/text-*/fw-danger) so a developer who trips the rule is steered to the live tokens, not the legacy ones. Low impact today only because the live path is already clean.",,,low,no,,
P406,holistic:navigation-ia,holistic,Command Palette — Players deep-link,critical,wiring,True,2,Hard-gate B1: a link must reach its target and reflect the param. Wire roster to consume playerId (scroll+highlight/open) or repoint the link to an id-aware route.,src/components/golf/CommandPalette.tsx:272,"router.push(`/golf/dashboard/roster?playerId=${p.id}`) — but src/app/golf/(dashboard)/dashboard/roster/page.tsx exports `GolfRosterPage()` with NO searchParams arg, and neither FairwayPlayerRoster nor any roster client reads `playerId` (no useSearchParams, no scrollIntoView/highlight/open). The param is silently dropped.","Either (a) make the roster route consume ?playerId= and scroll-to + highlight (or open the player drawer/profile) that card, or (b) repoint the palette Players entry to a destination that DOES honor the id, e.g. `/golf/dashboard/players/${p.id}` (the player-insight surface) or `/golf/dashboard/roster/${p.id}` (profile). A premium palette result must land on the target, not a generic list.",confirmed,high,critical,no,,
P407,holistic:navigation-ia,holistic,Command Palette — Recent insights deep-link,critical,wiring,True,2,Hard-gate B1: honor the ?id= deep-link by opening the targeted insight (seed openRowId). Right now it lands on the firehose list.,src/components/golf/CommandPalette.tsx:308,"router.push(`/golf/dashboard/insights?id=${i.id}`) — but src/app/golf/(dashboard)/dashboard/insights/page.tsx searchParams type (lines 28-50) has q/player/type/priority/status/dateRange/page/sort/order/lifecycle/categoryChips/category but NO `id`, and FairwayCoachHelmSignals seeds state only from sp.q/severity/status/category/view/groupBy (FairwayCoachHelmSignals.tsx:274-297). It has an `openRowId` state (line 318) that could open the targeted insight but it is NEVER seeded from the URL. The id ","Thread ?id= through the insights page into FairwayCoachHelmSignals and seed `openRowId` from it on mount (then strip the param), so the palette result opens the exact insight panel. Same treatment for the genome/player deep-links if any.",confirmed,high,critical,no,,
P408,holistic:navigation-ia,holistic,Sidebar active-state on CoachHelm sub-routes,high,nielsen,True,2,Visibility of system status (Nielsen #1): the global nav must always show where you are. Broaden CoachHelm AI active matching to the cluster.,src/app/golf/(dashboard)/FairwayDashboardShell.tsx:106,"Coach sidebar 'CoachHelm AI' href = '/golf/dashboard/intelligence'. matchActive (FairwaySidebar.tsx:79-85) uses startsWith for >2-segment hrefs, but '/golf/dashboard/alerts'|'/insights'|'/patterns'|'/development'|'/analytics/coachhelm'|'/coachhelm/chat' do NOT start with '/intelligence', and grep confirms ZERO sidebar hrefs to those routes. So on 4 of the 5 CoachHelm tabs (Signals/Players/Effectiveness/Ask) the GLOBAL sidebar shows no active item — only the in-content sub-nav lights.",Give the sidebar 'CoachHelm AI' row a broader active predicate that also matches the CoachHelm cluster (intelligence|alerts|insights|patterns|development|analytics/coachhelm|coachhelm). Add an optional `activeMatch?: (pathname)=>boolean` (or `matchPrefixes`) to NavItem and use it for this row so the global rail keeps a current-location indicator across the whole cluster.,confirmed,high,high,no,,
P409,holistic:navigation-ia,holistic,Breadcrumb vs masthead disagreement (two location systems),high,nielsen,False,2,Consistency & standards (Nielsen #4): one coherent location trail per screen. Reconcile the top-bar breadcrumb with the CoachHelm masthead/sub-nav.,src/app/golf/(dashboard)/FairwayDashboardShell.tsx:187,"SEGMENT_LABELS maps alerts→'Alerts', insights→'Insights', patterns→'Patterns', development→'Development', so the AppShell top-bar breadcrumb (buildBreadcrumbs, lines 204-210) renders 'Dashboard / Alerts' on /alerts. Meanwhile CoachHelmShell (CoachHelmShell.tsx:124-166) renders eyebrow 'CoachHelm AI' + title 'Signals' + sub-nav on the SAME page. Two competing breadcrumb/location systems show different trails for the same screen.","Pick one truth. Either suppress the top-bar breadcrumb on routes that mount CoachHelmShell (the masthead+sub-nav is the location indicator), or make buildBreadcrumbs emit the cluster trail ('Dashboard / CoachHelm AI / Signals') for alerts/insights/patterns/development/analytics so the top bar agrees with the masthead.",,,high,no,,
P410,holistic:navigation-ia,holistic,Fragmented player-detail destination (coach),high,nielsen,False,2,Recognition + consistency (Nielsen #4/#6): one player-detail IA. Unify the three destinations or at least the chrome+sub-nav active-state across them.,src/components/fairway/pages/roster/FairwayPlayerActionsMenu.tsx:153,"Coaches reach 'a player' through THREE different chromes: (1) `/golf/dashboard/players/${id}` (FairwayPlayerActionsMenu 'View Insights' line 153; CoachDashboard.tsx:511; FairwayCoachDashboard.tsx:651) → FairwayPlayerInsight with its OWN Back link to /roster/[id] and NO CoachHelm sub-nav; (2) `/golf/dashboard/roster/${id}` (FairwayPlayerCard 'View player' line 121) → FairwayPlayerProfile; (3) `/golf/dashboard/coachhelm/genome/${id}` (PlayersGridView.tsx:739, the CoachHelm Players tab) → CoachHelm","Define one canonical player-detail surface (with the CoachHelm sub-nav so the cluster stays cohesive) and have profile/insight/genome be tabs/sections within it, or at minimum mount CoachHelmShell (active='players') on /players/[id] and add /players to the Players-tab matchPrefixes (CoachHelmSubNav.tsx:91-97 currently lists /coachhelm/genome but not /players). Consistent chrome + a working back path everywhere.",,,high,no,,
P411,holistic:navigation-ia,holistic,Dual player-home surfaces (root vs /hub),medium,nielsen,False,2,Consistency (Nielsen #4): one player home reachable from nav. Collapse the root-dashboard vs /hub duplication.,src/components/fairway/pages/dashboard/player-dashboard-parts.tsx:210,"Player sidebar 'Dashboard' → '/golf/dashboard' renders FairwayPlayerDashboard (23KB). A SEPARATE home, /golf/dashboard/hub, renders FairwayPlayerHubWrapper (FairwayPlayerHub, 17KB) and is reachable ONLY via in-page links: 'Open Hub' (player-dashboard-parts.tsx:210) and 'Back to hub' (FairwayMyGameProfile.tsx:126). /hub is in neither the sidebar nor the palette, so there are two competing 'home' screens and an orphaned-from-nav destination.","Decide whether the player home is the root dashboard or the hub and collapse to one. If /hub is intentionally a deeper 'action center', rename the links so it doesn't read as a parallel home, and either add a nav entry or fold its content into the root dashboard. Remove the dead 'Open Hub'/'Back to hub' affordances if /hub is being retired.",,,medium,no,,
P412,holistic:navigation-ia,holistic,Mobile chrome has no location indicator,medium,mobile,False,2,"Visibility of system status on mobile (Nielsen #1 / DoD mobile parity): show the current section in the mobile top bar, not just desktop.",src/components/fairway/app-shell/FairwayTopBar.tsx:164,"The breadcrumb is wrapped in `<div className=""hidden min-w-0 flex-shrink md:block"">` so it never renders below md. On mobile the top bar shows only the hamburger + search button + actions — no breadcrumb and no page title in the chrome. Location relies entirely on each page rendering its own title.","On mobile, render the current page/section label (the last breadcrumb crumb, e.g. the SEGMENT_LABELS value) in the top bar in place of the hidden trail, so the chrome always answers 'where am I' without scrolling to the page title. Keep the full trail at md+.",,,medium,no,,
P413,holistic:navigation-ia,holistic,No persistent mobile bottom-tab nav,medium,mobile,False,2,"Flexibility & efficiency on mobile (Nielsen #7): one-tap access to frequent destinations via a bottom tab bar, not hamburger-only.",src/components/fairway/app-shell/AppShell.tsx:281,Mobile nav is exclusively the slide-in drawer (AnimatePresence block lines 281-320) triggered by the top-bar hamburger; grep for a fixed bottom tab bar / BottomNav / TabBar found none in src/components/fairway. Every top-level navigation on mobile (the primary surface for a player logging rounds on the course) is a hamburger → drawer → tap round-trip.,"Add a persistent mobile bottom-tab bar for the 4-5 highest-frequency destinations per role (player: Home/Rounds/Stats/CoachHelm/Team; coach: Home/CoachHelm/Roster/Calendar/Messages) with active-state + safe-area inset, keeping the drawer for the long tail. This is table-stakes for a premium mobile SaaS used in the field.",,,medium,no,,
